occurrenceID,datasetName,datasetProvider,scientificName,sex,individualCountEnd,plantScientificName,endYear,endMonth,endDay,verbatimEventDate,startYear,country,decimalLatitude,decimalLongitude,coordinateUncertaintyInMetersEnd,manualGeoreferencing,geometry
GBIF_bees_SZ_RL_93286,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2015,7,12,2015/7/12;NA/NA/NA,,Switzerland,47.37317,8.53098,3535,provided,4209980.10822706|2696608.61669588
GBIF_bees_SZ_RL_139314,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2016,8,10,2016/8/10;NA/NA/NA,,Switzerland,46.11821,7.01824,3535,provided,4090307.84206951|2560756.37677109
GBIFCH_00265778,ADD_PULSE_2024,Thulier Joffrey & Bastien De Tandt & Shawn Lemaire,Megachile sculpturalis,F,1,,2016,8,28,,,Switzerland,46.177494,7.191479,,provided,4103942.13649924|2566812.86359085
GBIF_bees_SZ_RL_27331,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2018,6,25,2018/6/25;NA/NA/NA,,Switzerland,46.74846,7.66765,3535,provided,4142644.05721216|2628917.77191799
GBIF_bees_SZ_RL_251881,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2018,6,28,2018/6/28;NA/NA/NA,,Switzerland,46.47747,6.88523,3535,provided,4081630.70166294|2601039.93695581
GBIF_bees_SZ_RL_408668,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2018,7,10,2018/7/10;NA/NA/NA,,Switzerland,46.20113,6.11068,3535,provided,4020618.80569584|2573195.33925376
GBIF_bees_SZ_RL_239348,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2018,7,12,2018/7/12;NA/NA/NA,,Switzerland,46.52087,6.62414,3535,provided,4061792.04049113|2606731.86771536
GBIF_bees_SZ_RL_409774,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2018,7,9,2018/7/9;NA/NA/NA,,Switzerland,46.1554,8.83023,3535,provided,4230536.42777244|2560972.50216676
GBIF_bees_SZ_RL_4909,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2018,8,7,2018/8/7;NA/NA/NA,,Switzerland,46.74846,7.66765,3535,provided,4142644.05721216|2628917.77191799
GBIF_bees_SZ_RL_150712,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2019,6,28,2019/6/28;NA/NA/NA,,Switzerland,45.97471,8.89015,3535,provided,4234882.67961058|2540843.73888785
GBIF_bees_SZ_RL_119861,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2019,7,28,2019/7/28;NA/NA/NA,,Switzerland,46.33361,8.96468,3535,provided,4241198.04682621|2580603.2008715
GBIF_bees_SZ_RL_143283,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,M,1,,2019,7,28,2019/7/28;NA/NA/NA,,Switzerland,45.92889,8.9534,3535,provided,4239721.50282449|2535686.63113249
GBIF_bees_SZ_RL_377818,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2019,7,28,2019/7/28;NA/NA/NA,,Switzerland,45.92889,8.9534,3535,provided,4239721.50282449|2535686.63113249
GBIF_bees_SZ_RL_184581,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,M,1,,2019,7,30,2019/7/30;NA/NA/NA,,Switzerland,46.78147,9.10834,3535,provided,4252845.86695517|2630190.95430888
GBIF_bees_SZ_RL_438576,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,M,1,,2019,7,6,2019/7/6;NA/NA/NA,,Switzerland,46.20035,6.04591,3535,provided,4015617.38822574|2573372.66755911
GBIFCH_00132640,ADD_PULSE_2024,Thulier Joffrey & Bastien De Tandt & Shawn Lemaire,Megachile sculpturalis,F,1,,2019,7,8,,,Switzerland,46.842983,6.686339,,provided,4068103.6298409|2642261.45086553
GBIF_bees_SZ_RL_398670,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2019,7,8,2019/7/8;NA/NA/NA,,Switzerland,46.83615,6.68491,3535,provided,4067961.92333366|2641508.00570686
GBIF_bees_SZ_RL_28587,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2019,7,9,2019/7/9;NA/NA/NA,,Switzerland,47.42034,8.26689,3535,provided,4190144.48056721|2702279.41960066
GBIF_bees_SZ_RL_241832,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,,1,,2019,8,18,2019/8/18;NA/NA/NA,,Switzerland,46.19781,9.02566,3535,provided,4245708.08304388|2565462.87548277
GBIF_bees_SZ_RL_365513,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,M,1,,2019,8,23,2019/8/23;NA/NA/NA,,Switzerland,46.95369,9.57362,3535,provided,4288515.05813493|2649002.99587384
GBIF_bees_SZ_RL_240836,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2019,8,8,2019/8/8;NA/NA/NA,,Switzerland,47.37253,8.59717,3535,provided,4214980.35273748|2696440.54754241
GBIF_bees_SZ_RL_421099,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,M,1,,2019,8,9,2019/8/9;NA/NA/NA,,Switzerland,46.47825,7.08055,3535,provided,4096635.14409163|2600516.89167621
GBIF_bees_SZ_RL_299174,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2020,8,22,2020/8/22;NA/NA/NA,,Switzerland,45.97471,8.89015,3535,provided,4234882.67961058|2540843.73888785
GBIF_bees_SZ_RL_416587,GBIF_Switzerlands_2023,Christophe Praz,Megachile sculpturalis,F,1,,2021,8,18,2021/8/18;NA/NA/NA,,Switzerland,45.97471,8.89015,3535,provided,4234882.67961058|2540843.73888785
RU2_LIT_bees_RL_622,Russia2_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,4,,2019,9,2,2019/9/2;NA/NA/NA,,Ukraine,44.93694444,34.13527778,,provided,6191563.64038212|2731714.0729767
RU_LIT_RL_10855,Russia_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,4,,2019,9,2,2019/9/2;NA/NA/NA,,Ukraine,44.936944,34.135278,,not_provided,6191563.67160231|2731714.03168523
ADDm_VR_355,ADD_PULSE_2024,S.P. Ivanov,Megachile sculpturalis,,1,,2019,9,6,NA;NA,2019,Ukraine,44.5558,34.0757,,provided,6199946.714137|2689614.0440924
RU2_LIT_bees_RL_623,Russia2_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,2,,2019,9,6,2019/9/6;NA/NA/NA,,Ukraine,44.93694444,34.13527778,,provided,6191563.64038212|2731714.0729767
RU_LIT_RL_10856,Russia_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,2,,2019,9,6,2019/9/6;NA/NA/NA,,Ukraine,44.936944,34.135278,,not_provided,6191563.67160231|2731714.03168523
RU2_LIT_bees_RL_624,Russia2_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,1,,2019,9,9,2019/9/9;NA/NA/NA,,Ukraine,44.93694444,34.13527778,,provided,6191563.64038212|2731714.0729767
RU_LIT_RL_10857,Russia_literature_2023,Liuba Fedorova (UMONS),Megachile sculpturalis,F,1,,2019,9,9,2019/9/9;NA/NA/NA,,Ukraine,44.936944,34.135278,,not_provided,6191563.67160231|2731714.03168523
ADDm_VR_360,ADD_PULSE_2024,"Mulenko et all., 2022",Megachile sculpturalis,F,1,,2018,6,1,NA;NA,,Ukraine,46.5752,30.4216,,provided,5865458.47325901|2821452.56902398
ADDm_VR_358,ADD_PULSE_2024,"Mulenko et all., 2022",Megachile sculpturalis,F,1,,2022,7,27,NA;NA,,Ukraine,47.4844,35.8334,,provided,6223978.58211577|3045556.5270611
ADDm_VR_359,ADD_PULSE_2024,"Mulenko et all., 2022",Megachile sculpturalis,F,1,,2022,7,27,NA;NA,,Ukraine,47.4844,35.8334,,provided,6223978.58211577|3045556.5270611
ADDm_VR_356,ADD_PULSE_2024,"Ivanov, Fateryga, 2019",Megachile sculpturalis,F,1,,2022,7,28,NA;NA,,Ukraine,46.2616,30.4216,,provided,5874599.54099972|2787662.92163864
ADDm_VR_357,ADD_PULSE_2024,"Ivanov, Fateryga, 2019",Megachile sculpturalis,F,1,,2022,7,28,NA;NA,,Ukraine,46.2616,30.4216,,provided,5874599.54099972|2787662.92163864
