occurrenceID,datasetName,datasetProvider,scientificName,sex,individualCountEnd,plantScientificName,endYear,endMonth,endDay,verbatimEventDate,startYear,country,decimalLatitude,decimalLongitude,coordinateUncertaintyInMetersEnd,manualGeoreferencing,geometry
AM_Osmiini_RL_3276,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2001,6,7,07/06/2001,,Croatia,44.83041,14.73089,,not_provided,4695511.48733206|2425080.52868098
AM_Osmiini_RL_14047,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2001,7,20,20.7.2001,,Croatia,43.30622,17.04599,,not_provided,4893275.17775368|2271108.91618275
AM_Osmiini_RL_3299,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2001,7,20,20/07/2001,,Croatia,43.30622,17.04599,,not_provided,4893275.17775368|2271108.91618275
AM_Osmiini_RL_3300,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2001,7,20,20.7.2001,,Croatia,43.30622,17.04599,,not_provided,4893275.17775368|2271108.91618275
AM_Osmiini_RL_3277,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2002,7,20,20/07/2002,,Croatia,44.91633,13.90537,,not_provided,4629762.0217677|2430824.03994013
AM_Osmiini_RL_14046,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2004,7,4,04/07/2004,,Croatia,45.08167,13.68313,,provided,4611347.04826994|2448257.09464902
AM_Osmiini_RL_3298,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2004,7,4,04/07/2004,,Croatia,45.08167,13.68313,,provided,4611347.04826994|2448257.09464902
AM_Osmiini_RL_3285,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2004,7,9,09/07/2004,,Croatia,45.43333,13.68333,,provided,4609525.42641549|2487241.08340162
AM_Osmiini_RL_14026,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,4,,2009,7,12,5.-12.7.2009,2009,Croatia,45.43717,13.52574,,not_provided,4597172.45066236|2487070.04886784
AM_Osmiini_RL_3112,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,3,,2009,7,12,5.-12.7.2009,2009,Croatia,45.43717,13.52574,,not_provided,4597172.45066236|2487070.04886784
AM_Osmiini_RL_3278,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2009,8,12,5.-12.8.2009,2009,Croatia,45.43717,13.52574,,not_provided,4597172.45066236|2487070.04886784
AM_Osmiini_RL_14045,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2011,6,27,27/06/2011,,Croatia,43.29377,17.02152,,not_provided,4891415.37682931|2269547.77321574
AM_Osmiini_RL_3282,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,2,,2011,6,27,27/06/2011,,Croatia,43.29377,17.02152,,not_provided,4891415.37682931|2269547.77321574
AM_Osmiini_RL_3115,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,3,,2012,,,x. 9.2012,,Croatia,43.33518,16.97228,,provided,4887028.41854635|2273748.42531714
AM_Osmiini_RL_14027,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2014,7,17,17.7.2014,,Croatia,44.96,14.74,,provided,4695364.08072705|2439479.71834196
AM_Osmiini_RL_3113,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,2,,2014,7,17,17.7.2014,,Croatia,44.96,14.74,,provided,4695364.08072705|2439479.71834196
AM_Osmiini_RL_3273,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,2,,,,,,,Croatia,42.65066,18.09443,,not_provided,4985396.50504079|2207391.12275829
AM_Osmiini_RL_3189,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,6,23,23/06/1971,,Cyprus,34.9916,32.82823,,not_provided,6393458.47543725|1636418.34984808
AM_Osmiini_RL_3190,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,6,23,23/06/1971,,Cyprus,34.9916,32.82823,,not_provided,6393458.47543725|1636418.34984808
AM_Osmiini_RL_3192,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,7,3,03/07/1971,,Cyprus,34.84648,33.57273,,not_provided,6462920.19330017|1641405.35499566
AM_Osmiini_RL_3193,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,7,3,03/07/1971,,Cyprus,34.84648,33.57273,,not_provided,6462920.19330017|1641405.35499566
AM_Osmiini_RL_3187,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2004,7,10,10.07.2004,,Cyprus,34.99051,33.97778,,not_provided,6494136.64439544|1668137.15891732
AM_Osmiini_RL_3188,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2004,7,10,10.07.2004,,Cyprus,34.99051,33.97778,,not_provided,6494136.64439544|1668137.15891732
AM_Osmiini_RL_3191,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2004,7,7,07.07.2004,,Cyprus,34.92646,33.2084,,not_provided,6428667.72362338|1639831.99913844
AM_Osmiini_RL_3054,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,11,9,09/11/2016,,Cyprus,34.60065,32.97141,,provided,6417079.42180973|1598603.1196862
AM_Osmiini_RL_3061,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,12,8,08/12/2016,,Cyprus,34.65096,32.99091,,provided,6417378.76514425|1604500.52518135
AM_Osmiini_RL_3051,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,3,7,07/03/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3060,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,5,22,22/05/2016,,Cyprus,34.65306,32.97423,,provided,6415849.35535174|1604269.19655786
AM_Osmiini_RL_3056,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,6,11,11/06/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3063,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,6,11,11/06/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3052,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,7,31,31/07/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3055,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,8,10,10/08/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3053,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,8,26,26/08/2016,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3062,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2016,8,26,26/08/2016,,Cyprus,34.65096,32.99091,,provided,6417378.76514425|1604500.52518135
AM_Osmiini_RL_3058,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2017,3,7,07/03/2017,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3059,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2017,3,7,07/03/2017,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AM_Osmiini_RL_3057,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2017,4,21,21/04/2017,,Cyprus,34.62881,32.94066,,provided,6413573.70916949|1600767.605102
AV_bees_CY_316,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,34.628771,32.941031,,provided,6413607.52325893|1600773.5562228
AV_bees_CY_317,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,34.653067,32.974233,,provided,6415849.4221818|1604270.02491697
AV_bees_CY_318,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,34.6432,32.9952,,provided,6417976.07390257|1603790.16581089
AV_bees_CY_319,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,34.65096,32.99091,,provided,6417378.76514425|1604500.52518135
AV_bees_CY_320,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,34.628817,32.940667,,provided,6413574.12920659|1600768.54242171
AM_Osmiini_RL_3050,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,4,,2013,6,20,20.6.2013,,Cyprus,34.95735,32.31067,,provided,6348915.91584556|1618929.57344243
AM_Osmiini_RL_3064,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AM_Osmiini_RL_3065,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AM_Osmiini_RL_3066,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AM_Osmiini_RL_3067,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AM_Osmiini_RL_3068,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AM_Osmiini_RL_3069,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,2016,10,30,30/10/2016,,Cyprus,35.05353,32.35119,,provided,6349827.37719719|1630276.62272479
AV_bees_CY_321,VarnavaA_Cyprus_2023,Androulla Varnava,Heriades rubicola,,1,,,,,,,Cyprus,35.053539,32.351197,,provided,6349827.74384074|1630277.7694013
PR_Megachilidae_RL_37826,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,M,1,,2008,7,30,20080730,2008,Czech Republic,48.85,16.08,,provided,4766779.22376797|2878043.60341055
ULB_RL_1214448,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,1,,2008,,,20080000,,Czech Republic,48.85,16.08,,provided,4766779.22376797|2878043.60341055
PB_bees_CR_RL_3769,BoguschP_CzechRepublic_2023,Petr Bogusch,Heriades rubicola,,1,,2013,7,2,,2013,Czech Republic,48.77618139,16.70221889,,provided,4812992.0883487|2873823.24455673
PB_bees_CR_RL_3773,BoguschP_CzechRepublic_2023,Petr Bogusch,Heriades rubicola,,1,,2013,7,2,,2013,Czech Republic,48.77618139,16.70221889,,provided,4812992.0883487|2873823.24455673
OOLAM_OZOBODAT_bees_RL_11062,Zobodat_Austria_2023,Esther Ockermueller,Heriades rubicola,F,2,,2014,7,26,20140726,,Czech Republic,48.75,16.15,100,provided,4772805.83236783|2867384.18352422
PB_bees_CR_RL_3348,BoguschP_CzechRepublic_2023,Petr Bogusch,Heriades rubicola,,1,,2015,,,,,Czech Republic,50.42742361,16.15120444,,provided,4757529.76562345|3053386.46999279
PR_Megachilidae_RL_37827,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,M,1,,,,,,,Czech Republic,50.23712,15.25443,,provided,4695526.6089207|3027309.25574593
SURMZ_bees_RL_4129,MeiM_Sapienza_2023,Maurizio Mei,Heriades rubicola,M,1,,,,,NA,,Czech Republic,50.2371222,15.25443,100,provided,4695526.59158285|3027309.4999195
AM_Osmiini_RL_3234,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1956,7,12,12/07/1956,,France,42.68288,9.305253,,not_provided,4263881.55821771|2175459.82144226
AM_Osmiini_RL_3235,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1956,7,12,12/07/1956,,France,42.68288,9.305253,,not_provided,4263881.55821771|2175459.82144226
AM_Osmiini_RL_3236,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1956,7,12,12/07/1956,,France,42.68288,9.305253,,not_provided,4263881.55821771|2175459.82144226
AM_Osmiini_RL_3224,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1956,7,14,14/07/1956,,France,42.8361,9.480168,,not_provided,4278371.49793646|2192312.147748
AM_Osmiini_RL_3232,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1956,7,15,15/07/1956,,France,42.67936,9.303806,,not_provided,4263759.22688716|2175071.13065791
AM_Osmiini_RL_3233,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1956,7,15,15/07/1956,,France,42.67936,9.303806,,not_provided,4263759.22688716|2175071.13065791
AM_Osmiini_RL_3228,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1956,7,17,17/07/1956,,France,42.57308,8.995942,,not_provided,4238301.55611031|2163588.8628211
AM_Osmiini_RL_3220,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1956,7,24,24/07/1956,,France,42.30941,9.149032,,not_provided,4250602.35372674|2134242.53322089
AM_Osmiini_RL_3229,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,8,22,22/08/1971,,France,42.4636,9.20709,,not_provided,4255572.61855886|2151259.93550941
AM_Osmiini_RL_3230,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,22,22/08/1971,,France,42.4636,9.20709,,not_provided,4255572.61855886|2151259.93550941
AM_Osmiini_RL_3231,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,22,22/08/1971,,France,42.4636,9.20709,,not_provided,4255572.61855886|2151259.93550941
AM_Osmiini_RL_3213,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3214,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3215,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3216,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3217,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,27,25-27.7.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3218,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3219,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,27,25-27.8.1971,1971,France,42.56766,8.757198,,not_provided,4218630.17248439|2163282.02258464
AM_Osmiini_RL_3225,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1971,8,29,28-29.8.1971,1971,France,42.55992,8.799673,,not_provided,4222115.74525554|2162368.33625686
AM_Osmiini_RL_3226,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,29,28-29.8.1971,1971,France,42.55992,8.799673,,not_provided,4222115.74525554|2162368.33625686
AM_Osmiini_RL_3227,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1971,8,29,28-29.8.1971,1971,France,42.55992,8.799673,,not_provided,4222115.74525554|2162368.33625686
PR_Megachilidae_RL_37840,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,1,,1982,5,28,19820528,1982,France,42.56289,8.761427,,provided,4218970.36653362|2162748.16566935
ULB_RL_1214454,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,1,,1982,,,19820000,,France,42.56289264,8.761426783,,provided,4218970.35315021|2162748.45825541
AM_Osmiini_RL_3222,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,8,,1996,6,17,17/06/1996,,France,41.72871,8.798502,,not_provided,4220654.89216824|2070374.9437089
AM_Osmiini_RL_3223,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,11,,1996,6,17,17/06/1996,,France,41.72871,8.798502,,not_provided,4220654.89216824|2070374.9437089
AM_Osmiini_RL_3221,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,2,,1996,6,18,18/06/1996,,France,41.77186,9.080434,,not_provided,4244253.33696917|2074818.57958565
ADD_MA_765,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_766,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_767,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_773,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_774,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_775,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Chrysanthemum coronatum,2002,6,11,,,France,41.43502272,9.185682637,,provided,4252664.74608119|2037454.76637837
ADD_MA_745,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2009,8,19,,,France,42.501389,8.803889,,provided,4222366.92367351|2155882.59059867
ADD_MA_751,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,,2010,7,25,,,France,42.821944,9.428889,,provided,4274155.34305406|2190774.83493888
PR_Megachilidae_RL_37836,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,1,,1956,7,26,19560726,1956,France,43.72997,4.706109,,provided,3893833.83330437|2306282.89355314
ULB_RL_1214450,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,1,,1956,,,19560000,,France,43.72997392,4.706108384,,provided,3893833.81259096|2306283.33072543
PR_Megachilidae_RL_37837,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,1,,1959,7,15,19590715,1959,France,44.9244,4.893151,,provided,3917455.02533693|2437447.78423026
ULB_RL_1214451,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,1,,1959,,,19590000,,France,44.9243994,4.893150806,,provided,3917455.00570571|2437447.71883738
PR_Megachilidae_RL_37616,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,2,,1968,8,1,19680801,1968,France,43.8,4.66667,,provided,3891177.88211576|2314255.6790763
ULB_RL_1214457,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,2,,1968,,,19680000,,France,43.8,4.66667,,provided,3891177.88211576|2314255.6790763
PR_Megachilidae_RL_37614,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,M,2,,1971,6,21,19710621,1971,France,43.51667,6.93333,,provided,4072483.95534563|2272638.70303369
PR_Megachilidae_RL_37615,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,1,,1971,6,27,19710627,1971,France,43.51667,6.93333,,provided,4072483.95534563|2272638.70303369
ULB_RL_1214456,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,3,,1971,,,19710000,,France,43.51667,6.93333,,provided,4072483.95534563|2272638.70303369
PR_Megachilidae_RL_37838,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,F,1,,1976,,,19760600,1976,France,43.62782,6.216226,,provided,4015006.73971134|2287596.21163408
ULB_RL_1214452,MarshallL_ULBSTEPPlus_2023,ULB,Heriades rubicola,,1,,1976,,,19760000,,France,43.62782297,6.21622606,,provided,4015006.76019195|2287596.54023048
ADD_MA_768,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,1994,7,27,,,France,42.51300768,3.072648992,,provided,3750756.15056499|2182630.82998416
ADD_MA_758,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,,1995,7,25,,,France,42.51300768,3.072648992,,provided,3750756.15056499|2182630.82998416
ADD_MA_769,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,1995,7,8,,,France,42.75386137,3.008502245,,provided,3747805.80407771|2209705.16755268
AM_Osmiini_RL_3209,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1997,5,4,4.5.1997,,France,43.31432,3.443069,,not_provided,3788400.736451|2268405.05298067
AM_Osmiini_RL_3210,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1997,6,8,08/06/1997,,France,43.70728,4.971893,,provided,3915083.68988629|2302296.2714267
AM_Osmiini_RL_3211,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1997,6,8,08/06/1997,,France,43.69645,5.003951,,provided,3917592.02450041|2300924.99143266
AM_Osmiini_RL_3212,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1997,6,8,08/06/1997,,France,43.69645,5.003951,,provided,3917592.02450041|2300924.99143266
AM_Osmiini_RL_3208,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1998,5,21,21/05/1998,,France,44.11861,5.033889,,provided,3922931.22815578|2347483.94226863
ADD_MA_770,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Ononis repens,1998,7,19,,,France,42.83721445,2.915869951,,provided,3741049.36305338|2219616.87132826
ADD_MA_771,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Centaurea paniculata,1998,7,25,,,France,42.89957782,3.025947838,,provided,3750630.58427336|2225659.77092778
ADD_MA_759,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Centaurea solsticialis,1999,7,19,,,France,43.7621016,4.952184965,,provided,3913880.79018463|2308469.02340628
ADD_MA_760,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Verbana officinalis,1999,7,22,,,France,44.08124592,5.681884937,,provided,3974576.55026847|2340126.92861915
ADD_MA_761,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Senecio congestus,1999,7,29,,,France,44.13735099,5.234739322,,provided,3939130.52618805|2348512.55916417
ADD_MA_762,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Senecio congestus,1999,7,29,,,France,44.13735099,5.234739322,,provided,3939130.52618805|2348512.55916417
ADD_MA_763,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Senecio congestus,1999,7,29,,,France,44.13735099,5.234739322,,provided,3939130.52618805|2348512.55916417
ADD_MA_756,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Centaurea paniculata,2000,7,11,,,France,43.50728821,4.166392411,,provided,3848572.79667538|2284890.82611367
ADD_MA_757,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Centaurea paniculata,2000,7,11,,,France,43.50728821,4.166392411,,provided,3848572.79667538|2284890.82611367
ADD_MA_764,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,Arctium minus,2000,7,27,,,France,42.76794295,2.707112915,,provided,3723323.8656408|2213605.24240538
ADD_MA_772,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,Arctium minus,2000,7,27,,,France,42.76794295,2.707112915,,provided,3723323.8656408|2213605.24240538
ADD_MA_753,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,,2008,9,28,,,France,42.74912677,2.914836184,,provided,3740106.09899655|2209901.04520911
ADD_MA_747,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2010,7,28,,,France,43.26833,5.3975,,provided,3946586.07268483|2251516.67126734
ADD_MA_752,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,,2,,2012,7,30,,,France,42.651,2.909,,provided,3738672.71899128|2199114.98901004
ADD_MA_754,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,F,1,,2013,5,6,,,France,43.266,3.2732,,provided,3774194.1205892|2264287.93015658
ADD_MA_750,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2016,5,26,,,France,42.695,2.653,,provided,3718168.15449815|2205987.20375516
ADD_MA_749,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2016,5,27,,,France,42.99,2.806,,provided,3733600.49492946|2237336.27475112
ADD_MA_748,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,,2,,2016,6,5,,,France,43.941,6.158,,provided,4011979.66520178|2322514.18377199
ADD_MA_755,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2016,7,29,,,France,43.20506396,2.350268551,,provided,3698803.28475611|2264743.70008269
ADD_MA_779,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2020,6,19,,,France,43.13861111,2.766666667,,provided,3731884.35956319|2254050.50336585
ADD_MA_777,ADD_PULSE_2024,Matthieu Aubert,Heriades rubicola,M,1,,2020,6,20,,,France,43.1325,2.735,,provided,3729253.03960159|2253624.74533951
PR_Megachilidae_RL_37833,BDFGM_Megachilidae_2023,Pierre Rasmont,Heriades rubicola,,1,,,,,,,France,43.30365,5.384558,,provided,3945760.5506529|2255489.0780969
AM_Osmiini_RL_3240,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1973,10,19,19/10/1973,,Greece,39.11128,26.4385,,not_provided,5738976.15899804|1934190.21660975
AM_Osmiini_RL_3241,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1973,10,19,19/10/1973,,Greece,39.11128,26.4385,,not_provided,5738976.15899804|1934190.21660975
AM_Osmiini_RL_3242,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,1973,10,19,19/10/1973,,Greece,39.11128,26.4385,,not_provided,5738976.15899804|1934190.21660975
AM_Osmiini_RL_3243,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1973,10,19,19/10/1973,,Greece,39.11128,26.4385,,not_provided,5738976.15899804|1934190.21660975
AM_Osmiini_RL_3270,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,M,1,,1989,5,17,4.-17.5.1989,1989,Greece,36.88927,27.18281,,not_provided,5851214.39446052|1707726.86999601
AM_Osmiini_RL_3264,MullerA_Osmiini_2023,Andreas Muller,Heriades rubicola,F,1,,2004,10,6,06/10/2004,,Greece,39.11361,26.44833,,provided,5739758.95090748|1934626.84378861
TP_bees_GR_RL_15083,PetanidouT_Greece_2023,Petanidou Theodora,Heriades rubicola,M,1,,2004,,,2004,,Greece,39.2133750421694,26.4007337974617,,provided,5733581.84112685|1944571.07695263
